"customerkey","geographykey","customeralternatekey","customer_name","age","email_id","yearlyincome","address","phone","datefirstpurchase"
22071,312,"AW00022071","Gabriel S Carter","54","gabriel41@adventure-works.com","110000.00","3312 Kenneth Ct.","263-555-0158","2022-05-07"
22072,385,"AW00022072","Devin A Russell","55","devin57@adventure-works.com","160000.00","939 Loeffler Lane","797-555-0157","2022-03-31"
22073,609,"AW00022073","Timothy L Sanders","55","timothy5@adventure-works.com","90000.00","8838 Kirker Pass Road","161-555-0179","2022-05-23"
22074,552,"AW00022074","Richard   Washington","50","richard68@adventure-works.com","100000.00","3069 Serpentine","696-555-0112","2022-04-28"
22075,298,"AW00022075","Pedro   Patel","50","pedro3@adventure-works.com","110000.00","9462 Ohara Ave.","187-555-0175","2022-09-27"
22076,310,"AW00022076","Nelson D Vazquez","50","nelson13@adventure-works.com","110000.00","7888 Stanford Street","721-555-0115","2022-05-26"
22077,311,"AW00022077","Marvin R Rubio","56","marvin21@adventure-works.com","110000.00","9075 Calle Verde","643-555-0118","2022-04-06"
22078,325,"AW00022078","William R Martin","50","william10@adventure-works.com","120000.00","7432 N. 17th St.","411-555-0139","2022-04-28"
22079,54,"AW00022079","Katherine J Perez","51","katherine60@adventure-works.com","70000.00","1935 Heavenly Drive","691-555-0114","2022-10-09"
22080,66,"AW00022080","Caitlin M Sanchez","51","caitlin21@adventure-works.com","70000.00","3356 Northstar Drive","629-555-0115","2022-11-28"
22081,552,"AW00022081","Olivia   Clark","52","olivia18@adventure-works.com","100000.00","6874 Magnolia Ave.","499-555-0114","2022-04-05"
22082,299,"AW00022082","Lucas   Barnes","51","lucas52@adventure-works.com","110000.00","6695 Treat Blvd.","605-555-0193","2022-04-13"
22083,299,"AW00022083","David J Flores","57","david45@adventure-works.com","110000.00","8829 Northstar Drive","185-555-0185","2022-08-27"
22084,307,"AW00022084","Francis T Gomez","51","francis20@adventure-works.com","110000.00","2300 Lillian Dr","941-555-0184","2022-10-08"
22085,310,"AW00022085","Toni   Mehta","51","toni14@adventure-works.com","110000.00","4173 Rockledge Lane","786-555-0184","2022-08-05"
22086,311,"AW00022086","Chelsea   Sanchez","56","chelsea22@adventure-works.com","110000.00","8967 Chrislend Court","129-555-0173","2022-06-12"
22087,312,"AW00022087","Joan K Coleman","51","joan4@adventure-works.com","120000.00","2260 Clear Court","387-555-0136","2022-07-10"
22088,325,"AW00022088","Hannah C Diaz","57","hannah43@adventure-works.com","130000.00","7345 Stillman Court","249-555-0155","2022-04-14"
22089,347,"AW00022089","Mason   Gray","57","mason7@adventure-works.com","130000.00","4625 Dos Encinas","364-555-0117","2022-04-08"
22090,383,"AW00022090","Alexandra E Miller","62","alexandra69@adventure-works.com","70000.00","328 Shelly Dr.","402-555-0180","2022-02-09"
22091,626,"AW00022091","Kayla   Griffin","63","kayla45@adventure-works.com","80000.00","1026 Mt. Wilson Pl.","175-555-0156","2022-04-25"
22092,642,"AW00022092","Andrea   Young","63","andrea39@adventure-works.com","90000.00","9384 Ashmount Way","639-555-0165","2022-04-12"
22093,547,"AW00022093","Sydney A Baker","63","sydney57@adventure-works.com","90000.00","2959 Freda Drive","598-555-0163","2022-05-16"
22094,644,"AW00022094","Jared A Watson","63","jared2@adventure-works.com","90000.00","7477 Mt. Everest Court","775-555-0143","2022-05-08"
22095,69,"AW00022095","Brandon   Perry","63","brandon5@adventure-works.com","90000.00","384 Dayton Court","758-555-0120","2022-11-10"
22096,609,"AW00022096","Bryce D Cooper","64","bryce7@adventure-works.com","70000.00","4399 Price Lane","414-555-0161","2022-05-03"
22097,69,"AW00022097","David A Anderson","77","david68@adventure-works.com","40000.00","4683 Tuolumne Way","834-555-0113","2022-02-16"
22098,552,"AW00022098","Katherine   Brooks","83","katherine22@adventure-works.com","50000.00","252 Meadowbrook Drive","326-555-0144","2022-06-28"
22099,310,"AW00022099","Joel M Schmidt","83","joel9@adventure-works.com","80000.00","9558 Orchard View Ave.","784-555-0134","2022-05-13"
22100,60,"AW00022100","Fernando   Hall","42","fernando22@adventure-works.com","80000.00","8886 Marsh Drive","167-555-0129","2022-08-08"
22101,616,"AW00022101","Carol P White","52","carol18@adventure-works.com","90000.00","9854 Martindale Drive","721-555-0110","2022-10-06"
22102,548,"AW00022102","Eduardo P Cox","53","eduardo79@adventure-works.com","100000.00","5253 Harris Court","936-555-0183","2022-10-06"
22103,302,"AW00022103","Alexandra C Hernandez","52","alexandra59@adventure-works.com","110000.00","6544 Bella Vista","509-555-0141","2022-05-23"
22104,314,"AW00022104","Richard R Adams","58","richard26@adventure-works.com","110000.00","2284 Azalea Avenue","243-555-0193","2022-05-07"
22105,335,"AW00022105","Taylor   Cooper","58","taylor11@adventure-works.com","120000.00","8291 Crossbow Way","780-555-0156","2023-01-01"
22106,352,"AW00022106","Olivia   Long","47","olivia55@adventure-works.com","160000.00","1487 Franklin Canyon Road","438-555-0177","2022-05-11"
22107,59,"AW00022107","Michael A Jones","58","michael35@adventure-works.com","70000.00","608 Lincoln Dr.","210-555-0110","2022-06-12"
22108,347,"AW00022108","Eduardo   Powell","64","eduardo53@adventure-works.com","70000.00","1810 Darlene Dr.","196-555-0183","2022-04-18"
22109,68,"AW00022109","Jonathan L Mitchell","64","jonathan40@adventure-works.com","60000.00","2595 Franklin Canyon Rd.","160-555-0163","2020-03-19"
22110,536,"AW00022110","Eduardo   King","64","eduardo27@adventure-works.com","60000.00","3348 Galindo Street","853-555-0118","2022-12-24"
22111,311,"AW00022111","Gabriella   King","63","gabriella43@adventure-works.com","60000.00","3939 Northridge Ct.","217-555-0137","2022-12-01"
22112,60,"AW00022112","Paige   Reed","63","paige45@adventure-works.com","60000.00","1256 Orangewood Ave.","305-555-0120","2020-03-27"
22113,552,"AW00022113","Katherine A Garcia","59","katherine87@adventure-works.com","70000.00","2341 Breaker Dr.","495-555-0158","2022-05-17"
22114,49,"AW00022114","Lucas L Martin","65","lucas28@adventure-works.com","70000.00","191 Trail Way","434-555-0192","2020-03-01"
22115,634,"AW00022115","Dalton A Rogers","65","dalton91@adventure-works.com","70000.00","2467 Green St.","803-555-0141","2022-05-07"
22116,326,"AW00022116","Robert K Lopez","59","robert76@adventure-works.com","70000.00","457 Ryan Rd.","944-555-0157","2022-05-28"
22117,68,"AW00022117","Sydney C Perez","65","sydney53@adventure-works.com","70000.00","2402 Sutherland Dr.","171-555-0192","2020-03-22"
22118,68,"AW00022118","Jennifer D Parker","65","jennifer10@adventure-works.com","70000.00","5772 Ridgewood Drive","755-555-0136","2020-04-22"
22119,302,"AW00022119","Hailey L Flores","59","hailey32@adventure-works.com","70000.00","90 Toyon Dr.","754-555-0183","2022-05-28"
22120,69,"AW00022120","Jennifer J Perry","64","jennifer82@adventure-works.com","60000.00","6274 San Antonio","263-555-0116","2020-04-28"
22121,50,"AW00022121","Jackson A Henderson","66","jackson7@adventure-works.com","40000.00","6715 North Park Court","547-555-0182","2020-05-18"
22122,634,"AW00022122","Rachel   Butler","65","rachel62@adventure-works.com","40000.00","5079 Notre Dame Avenue","831-555-0110","2022-04-13"
22123,300,"AW00022123","Isabella   Bailey","81","isabella90@adventure-works.com","60000.00","1726 Hacienda","808-555-0174","2022-05-24"
22124,432,"AW00022124","Desiree J Alonso","81","desiree4@adventure-works.com","60000.00","5785 Lislin Ct.","992-555-0176","2022-11-12"
22125,343,"AW00022125","Zachary K Garcia","81","zachary47@adventure-works.com","60000.00","1915 Seawind Dr.","272-555-0172","2022-03-11"
22126,302,"AW00022126","Rachel C Ward","81","rachel41@adventure-works.com","60000.00","7694 Furness Street","442-555-0167","2022-08-20"
22127,310,"AW00022127","Marcus   Thompson","74","marcus16@adventure-works.com","60000.00","3260 Fountainhead Court","239-555-0129","2022-05-09"
22128,51,"AW00022128","Melissa   Perry","80","melissa2@adventure-works.com","70000.00","6828 Willow Pass Road","641-555-0114","2020-05-26"
22129,300,"AW00022129","Chloe L Hall","79","chloe33@adventure-works.com","70000.00","4042 Shoenic","148-555-0188","2022-05-13"
22130,359,"AW00022130","Xavier R Bryant","74","xavier58@adventure-works.com","70000.00","3905 Mt. Trinity Court","115-555-0174","2022-05-09"
22131,326,"AW00022131","Jessica J Cook","80","jessica5@adventure-works.com","70000.00","1889 Carmel Dr","563-555-0111","2022-05-19"
22132,310,"AW00022132","Rachael D Mehta","80","rachael13@adventure-works.com","70000.00","93 N. 39th Street","107-555-0161","2022-05-28"
22133,631,"AW00022133","Xavier C Adams","80","xavier29@adventure-works.com","80000.00","4030 La Orinda Place","682-555-0196","2022-05-19"
22134,301,"AW00022134","Leonard L Raji","78","leonard23@adventure-works.com","60000.00","2038 Encino Drive","847-555-0162","2022-09-25"
22135,635,"AW00022135","Julia L Hernandez","79","julia15@adventure-works.com","70000.00","921 Pembrook Court","563-555-0175","2022-05-06"
22136,316,"AW00022136","Devin C Evans","78","devin41@adventure-works.com","80000.00","8937 Two Bay Road","131-555-0193","2022-05-06"
22137,345,"AW00022137","Elizabeth L Griffin","78","elizabeth49@adventure-works.com","60000.00","9046 C Street","169-555-0182","2022-12-05"
22138,307,"AW00022138","Alexandra H Brooks","78","alexandra21@adventure-works.com","80000.00","5854 Eagle Way","998-555-0187","2022-04-17"
22139,311,"AW00022139","Jaime   Pal","72","jaime34@adventure-works.com","80000.00","5279 East L Street","652-555-0116","2022-05-12"
22140,635,"AW00022140","Makayla L Sanchez","76","makayla19@adventure-works.com","50000.00","5919 Maywood Lane","322-555-0172","2022-12-25"
22141,66,"AW00022141","Jesse E Carter","71","jesse35@adventure-works.com","50000.00","6359 Sand Point Road","271-555-0138","2022-08-26"
22142,302,"AW00022142","Nelson   Alonso","77","nelson7@adventure-works.com","50000.00","5608 Montanya Court","647-555-0111","2022-03-27"
22143,49,"AW00022143","Summer M Prasad","77","summer8@adventure-works.com","50000.00","2328 Elk Dr","184-555-0159","2022-02-15"
22144,50,"AW00022144","Zachary   Wang","77","zachary23@adventure-works.com","60000.00","2901 Sunny Ave","603-555-0152","2022-07-13"
22145,299,"AW00022145","Eduardo C Kelly","77","eduardo69@adventure-works.com","60000.00","1483 Santa Lucia Dr.","834-555-0116","2022-03-22"
22146,374,"AW00022146","Benjamin J Chen","70","benjamin27@adventure-works.com","50000.00","5844 Miguel Drive","515-555-0145","2022-12-11"
22147,21,"AW00022147","Brett L Kapoor","71","brett0@adventure-works.com","10000.00","1307 Horseshoe Circle","1 (11) 500 555-0152","2022-08-24"
22148,33,"AW00022148","Candace S Prasad","71","candace9@adventure-works.com","10000.00","2964 Mt. Washington","1 (11) 500 555-0189","2022-06-22"
22149,31,"AW00022149","Gregory   Shen","71","gregory6@adventure-works.com","20000.00","9995 All Ways Drive","1 (11) 500 555-0135","2022-12-30"
22150,27,"AW00022150","Damien M Liang","71","damien13@adventure-works.com","30000.00","1691 Boxer Blvd.","1 (11) 500 555-0163","2022-03-11"
22151,28,"AW00022151","Neil   Jimenez","70","neil6@adventure-works.com","10000.00","6036 Park Glenn","1 (11) 500 555-0172","2022-09-08"
22152,337,"AW00022152","Marcus   King","40","marcus29@adventure-works.com","60000.00","8564 Hickory Drive","964-555-0119","2022-12-07"
22153,361,"AW00022153","Alyssa D Kelly","40","alyssa45@adventure-works.com","70000.00","4111 Vista Diablo","186-555-0170","2022-05-28"
22154,77,"AW00022154","Yolanda C Yuan","41","yolanda6@adventure-works.com","40000.00","5786 St. George Drive","896-555-0142","2022-02-04"
22155,39,"AW00022155","Steve M Cai","70","steve24@adventure-works.com","20000.00","2582 South Ranchford Ct.","1 (11) 500 555-0110","2022-09-07"
22156,20,"AW00022156","Jamie L Zheng","70","jamie23@adventure-works.com","30000.00","2104 Grading Way","1 (11) 500 555-0118","2022-03-06"
22157,536,"AW00022157","Maria L Richardson","40","maria12@adventure-works.com","40000.00","2868 Filling Ave.","880-555-0163","2022-10-08"
22158,536,"AW00022158","Amber   Phillips","41","amber5@adventure-works.com","40000.00","9445 Shady Ln.","702-555-0117","2022-06-06"
22159,631,"AW00022159","David   Davis","41","david78@adventure-works.com","40000.00","3923 Dew Drop Circle","232-555-0155","2022-12-11"
22160,547,"AW00022160","Alex E Richardson","40","alex13@adventure-works.com","40000.00","2309 Mt. Olivet Ct.","812-555-0128","2022-06-03"
22161,299,"AW00022161","Rachel K Clark","41","rachel22@adventure-works.com","40000.00","6308 Broadway Street","508-555-0132","2022-12-20"
22162,301,"AW00022162","Brad S Yuan","41","brad6@adventure-works.com","60000.00","9001 Esperanza","658-555-0190","2022-06-05"
22163,334,"AW00022163","Morgan D Scott","41","morgan10@adventure-works.com","60000.00","6710 Santa Monica Drive","632-555-0118","2022-02-04"
22164,372,"AW00022164","Destiny   Morris","41","destiny25@adventure-works.com","70000.00","8166 Starflower Dr","385-555-0163","2022-06-10"
22165,325,"AW00022165","Aaron L Perez","41","aaron36@adventure-works.com","60000.00","749 Ida Dr.","143-555-0143","2022-05-18"
22166,648,"AW00022166","Katherine   Gray","42","katherine18@adventure-works.com","60000.00","4524 Ferndale Lane","649-555-0191","2022-06-12"
22167,5,"AW00022167","Colleen   Yang","64","colleen5@adventure-works.com","20000.00","6221 Stephine Way","1 (11) 500 555-0158","2022-02-10"
22168,19,"AW00022168","Erica J Wang","69","erica1@adventure-works.com","30000.00","5648 Roland Ct.","1 (11) 500 555-0132","2021-04-12"
22169,35,"AW00022169","Jenny B Li","67","jenny5@adventure-works.com","20000.00","251 Steven Circle","1 (11) 500 555-0196","2022-06-19"
22170,40,"AW00022170","Cynthia   Martinez","68","cynthia23@adventure-works.com","30000.00","6409 Buckthorn Court","1 (11) 500 555-0135","2021-04-03"
22171,33,"AW00022171","Meredith   Gonzalez","67","meredith18@adventure-works.com","30000.00","8668 Via Neruda","1 (11) 500 555-0176","2021-04-24"
22172,14,"AW00022172","Cesar C Sara","61","cesar9@adventure-works.com","30000.00","8049 Jefferson Street","1 (11) 500 555-0141","2021-04-01"
22173,14,"AW00022173","Bianca D Cai","66","bianca18@adventure-works.com","30000.00","6963 Grand View Avenue","1 (11) 500 555-0111","2021-04-08"
22174,30,"AW00022174","Micah   Lu","66","micah22@adventure-works.com","30000.00","5710 Ida Drive","1 (11) 500 555-0182","2021-04-11"
22175,40,"AW00022175","Joy   Dominguez","65","joy14@adventure-works.com","30000.00","2625 Fremont St.","1 (11) 500 555-0189","2021-04-12"
22176,19,"AW00022176","Alejandro M Yang","65","alejandro7@adventure-works.com","40000.00","3192 Oakleaf Ct","1 (11) 500 555-0126","2022-07-05"
22177,13,"AW00022177","Meghan L Suarez","65","meghan18@adventure-works.com","40000.00","5236 Clayton Road","1 (11) 500 555-0185","2022-07-13"
22178,13,"AW00022178","Jessica   Bell","65","jessica7@adventure-works.com","40000.00","261 La Orinda Pl","1 (11) 500 555-0117","2021-04-10"
22179,16,"AW00022179","Abby C Mehta","64","abby11@adventure-works.com","40000.00","6289 Via Del Verdes","1 (11) 500 555-0118","2022-06-15"
22180,11,"AW00022180","Joe   Srini","58","joe11@adventure-works.com","70000.00","3337 East 26th Street","1 (11) 500 555-0187","2021-03-31"
22181,11,"AW00022181","Gary   Romero","47","gary20@adventure-works.com","70000.00","8826 Fine Drive","1 (11) 500 555-0117","2021-04-05"
22182,66,"AW00022182","Madeline H Parker","42","madeline7@adventure-works.com","40000.00","9379 Terrapin Court","184-555-0138","2020-05-26"
22183,611,"AW00022183","Benjamin C Jones","42","benjamin35@adventure-works.com","40000.00","5497 Brandywine Way","844-555-0132","2022-10-17"
22184,334,"AW00022184","Jeremy   Carter","43","jeremy13@adventure-works.com","60000.00","5985 Bouncing Road","809-555-0156","2022-10-13"
22185,352,"AW00022185","Connor   Henderson","43","connor1@adventure-works.com","60000.00","1515 Palm Dr","205-555-0110","2022-03-26"
22186,358,"AW00022186","Jonathan   Foster","43","jonathan15@adventure-works.com","60000.00","1135 Glenellen Court","222-555-0131","2022-12-23"
22187,539,"AW00022187","Hannah A Russell","44","hannah41@adventure-works.com","50000.00","6318 Merriewood Dr.","718-555-0129","2023-01-01"
22188,609,"AW00022188","Sarah J Barnes","39","sarah28@adventure-works.com","60000.00","1011 Green St.","271-555-0194","2022-12-20"
22189,612,"AW00022189","Linda   Hernandez","45","linda18@adventure-works.com","70000.00","582 Ofarrell Dr","591-555-0144","2022-06-20"
22190,335,"AW00022190","Carlos   Richardson","42","carlos11@adventure-works.com","60000.00","4150 Grant St.","599-555-0118","2022-10-22"
22191,637,"AW00022191","Jack   Adams","42","jack52@adventure-works.com","60000.00","490 Sepulveda Ct.","505-555-0120","2022-05-17"
22192,627,"AW00022192","Henry   Zimmerman","42","henry1@adventure-works.com","60000.00","6855 Leewood Place","639-555-0142","2022-06-24"
22193,37,"AW00022193","Toni   Garcia","62","toni15@adventure-works.com","80000.00","9618 San Rafael","1 (11) 500 555-0188","2021-04-28"
22194,6,"AW00022194","Bruce   Sai","52","bruce4@adventure-works.com","80000.00","3648 El Dorado","1 (11) 500 555-0165","2021-04-26"
22195,20,"AW00022195","Philip F Romero","62","philip9@adventure-works.com","80000.00","1960 Via Catanzaro","1 (11) 500 555-0149","2021-04-05"
22196,27,"AW00022196","Francis   Romero","57","francis6@adventure-works.com","80000.00","1240 Dayton Court","1 (11) 500 555-0141","2021-04-13"
22197,28,"AW00022197","Larry   Dominguez","61","larry15@adventure-works.com","80000.00","6730 East Cypress Road","1 (11) 500 555-0123","2021-04-06"
